col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
46,65,19,34,28,2,82,14,41,94
64,87,41,89,11,2,33,7,74,77
18,41,75,12,20,93,31,95,61,20
70,,30,34,63,89,22,89,2,
69,86,38,100,61,71,17,29,7,2
21,52,1,65,27,99,63,27,,47
33,51,31,,11,,44,81,28,58
47,99,91,62,74,95,,90,33,30
,31,15,,96,7,51,81,78,36
18,55,,66,7,25,59,16,41,18
40,6,36,41,49,60,83,23,52,48
15,13,25,71,46,13,86,54,71,77
48,34,56,,35,74,67,10,81,76
60,64,59,16,47,31,,44,83,42
50,16,1,74,38,38,24,81,59,38
73,21,64,6,44,99,8,46,,20
93,86,38,52,54,39,81,22,77,79
,51,97,23,42,39,11,76,38,42
41,,75,62,61,16,68,70,42,91
17,6,98,68,39,83,32,57,52,37
67,98,91,65,18,37,74,,43,97
79,76,81,73,23,40,4,99,25,81
79,28,25,23,21,83,99,11,4,46
16,75,87,74,,63,46,75,64,21
59,34,99,47,28,98,52,,53,17
18,,74,8,95,90,40,90,15,50
52,32,95,2,19,61,41,51,64,42
52,76,37,75,14,76,21,,17,43
36,32,5,88,77,95,23,86,52,61
89,,28,55,24,80,94,4,76,62
96,85,76,,6,69,53,53,42,24
93,3,58,,33,45,58,87,57,82
48,25,34,7,92,67,47,18,25,82
74,48,92,17,74,30,96,71,40,79
3,18,94,,1,25,68,71,9,43
97,82,96,10,45,12,23,46,35,6
64,89,13,86,,9,80,70,42,45
60,24,7,32,89,,53,67,7,62
87,43,76,80,81,96,60,3,76,36
50,25,50,15,40,42,30,5,90,59
91,87,77,39,20,,3,53,40,7
29,34,39,64,14,65,95,65,48,41
88,20,75,13,89,26,16,,98,93
49,87,60,67,32,93,9,48,81,74
41,14,32,,,56,11,13,61,96
49,15,23,97,21,84,28,56,88,53
6,11,35,78,92,43,47,58,47,52
99,9,72,73,64,24,98,49,96,46
44,62,63,86,10,99,45,82,66,3
66,70,44,52,46,49,26,44,44,22
20,8,26,1,94,66,19,45,41,28
,70,1,49,33,46,1,8,51,39
19,99,86,14,21,1,64,29,21,58
52,16,41,12,65,56,66,85,7,54
54,69,,28,100,37,41,90,11,100
55,98,59,25,,33,61,21,60,86
8,47,86,46,23,51,58,36,70,50
17,87,,94,91,20,74,98,,10
59,23,62,5,7,52,65,65,12,
59,22,1,,63,25,38,72,58,89
85,,63,97,60,45,72,35,97,76
73,92,16,62,60,52,83,5,6,
12,82,1,91,92,52,97,29,50,89
62,31,36,10,41,13,30,45,,48
20,,78,48,33,42,22,34,63,17
22,93,,4,100,47,25,89,46,27
94,66,95,60,67,5,42,45,65,38
85,27,6,29,5,92,27,,92,1
84,39,17,70,74,30,48,9,83,88
17,72,19,23,11,23,33,17,,52
28,20,73,6,26,64,12,82,16,4
82,4,80,82,49,70,57,,50,
73,75,11,91,6,77,53,97,,92
45,64,27,64,30,42,56,11,40,54
47,74,84,64,69,65,14,91,39,70
44,43,,92,68,80,59,79,77,61
36,,53,21,70,6,85,,45,14
,22,42,66,52,52,100,47,37,22
74,7,26,20,59,53,80,42,77,33
40,31,52,67,60,79,62,40,51,83
99,98,30,78,26,32,66,28,14,100
,44,3,87,49,43,11,45,,98
40,35,86,67,94,78,41,2,82,64
19,8,12,57,8,93,,61,,9
63,51,52,29,15,84,84,46,75,42
97,24,69,90,88,,,15,,
56,97,30,23,47,96,54,48,62,75
34,14,44,,32,6,5,96,24,73
84,,29,,85,66,57,,42,76
,50,38,,16,38,80,79,61,27
16,9,20,81,8,,34,,42,36
24,84,59,6,92,19,30,64,58,45
57,51,8,38,88,12,,,99,92
84,51,75,75,4,47,60,34,67,18
,91,,51,73,84,2,42,25,1
68,81,75,29,5,72,71,94,44,91
14,16,,16,24,48,20,60,84,4
68,43,65,17,49,68,47,56,,28
77,6,13,100,17,70,50,30,89,11
,45,70,84,64,90,92,,6,23
32,9,53,28,39,,17,26,38,24
29,27,87,28,4,27,4,88,7,56
,67,10,45,63,31,99,77,87,
16,25,7,10,81,72,91,21,73,15
17,25,54,54,36,23,69,25,79,64
88,94,44,29,84,,7,21,21,86
9,62,63,91,73,,48,93,55,10
59,67,53,33,88,90,98,,44,8
,73,45,11,91,14,81,68,67,69
41,91,69,13,16,49,14,31,62,30
53,,12,10,24,87,69,10,50,8
33,52,27,19,19,63,37,13,75,41
29,53,61,31,48,,54,19,66,53
93,83,95,,62,28,81,71,6,62
94,80,71,9,47,,71,26,95,6
84,38,11,,32,15,6,35,82,76
54,72,55,92,20,86,80,17,53,52
99,43,57,,5,19,17,66,86,13
65,65,4,85,28,13,,92,35,36
82,80,86,5,75,53,51,69,57,62
28,,86,75,24,4,4,69,69,48
54,52,43,64,55,47,98,12,75,96
,40,37,54,49,80,2,83,2,34
44,14,97,8,97,32,,21,44,81
57,,83,74,,45,,97,20,14
,56,14,15,12,,18,24,35,82
57,,86,18,55,80,28,87,,81
30,95,46,,53,36,53,1,55,
36,67,48,18,47,85,89,97,72,11
46,59,94,7,87,57,84,28,78,12
10,31,13,62,17,82,70,58,22,57
87,58,,72,,3,22,4,56,8
26,69,74,27,89,56,58,1,27,81
94,74,41,15,,,80,75,49,65
73,82,59,8,,97,85,96,82,91
99,,80,43,,21,54,,40,52
41,94,,60,3,18,96,14,97,78
25,23,91,44,58,87,16,69,36,36
76,8,35,73,76,5,7,44,28,71
71,,26,90,22,61,82,99,57,20
10,64,60,10,51,44,97,33,2,96
52,60,24,50,98,94,,,51,25
80,62,80,23,,21,19,36,15,
47,1,,24,,79,20,82,93,47
100,51,38,67,66,4,8,61,87,67
94,14,4,32,,32,82,16,19,52
,98,52,27,52,,25,,91,50
,19,13,,62,,90,,31,83
51,29,,84,12,66,100,69,21,
,75,92,98,69,62,12,24,,27
77,5,,83,72,85,86,92,,19
48,44,39,,7,8,17,79,50,16
87,10,77,79,22,29,1,89,97,64
73,1,21,60,16,49,35,55,,92
75,31,49,7,16,80,65,,43,68
79,100,,28,28,7,32,20,19,74
43,81,46,73,76,87,26,76,89,47
71,18,96,43,59,48,,25,14,17
31,99,19,,,39,64,44,73,32
40,36,47,10,33,88,47,,69,99
52,84,59,91,14,85,55,35,2,71
8,85,,58,66,66,82,99,11,94
86,40,78,97,93,14,28,50,7,82
26,18,1,23,5,26,36,4,89,61
35,7,73,90,70,34,,52,18,
88,47,,70,27,82,31,6,,43
37,,11,,81,28,99,5,29,44
,47,38,67,2,87,44,37,15,
72,60,88,6,98,28,1,76,34,
11,14,24,,97,95,52,24,,17
36,54,79,38,64,64,67,83,,32
54,3,15,21,,16,26,,45,86
63,13,99,,77,4,40,57,52,19
39,17,73,12,67,16,13,,2,11
28,47,53,41,71,19,52,53,20,11
28,75,29,9,60,26,69,,18,54
39,100,43,75,,,68,81,,92
9,38,75,70,54,11,49,53,24,46
27,69,5,86,77,33,48,56,29,20
97,4,34,31,33,63,18,71,,81
87,,37,88,19,53,,82,40,93
,13,74,49,,81,58,,72,63
27,36,30,73,62,50,48,83,62,98
45,86,86,35,21,,37,45,76,63
13,95,91,6,68,58,57,70,14,37
,4,,41,87,60,88,6,78,29
40,31,27,57,92,66,98,28,79,66
65,66,85,5,74,34,45,66,28,36
97,97,59,85,14,100,40,73,54,34
89,60,51,,17,39,52,62,31,
76,11,46,44,,76,65,,,4
55,71,72,28,2,17,6,86,16,85
25,2,90,76,40,77,24,61,77,54
10,77,55,37,98,96,8,66,34,74
8,35,48,25,,,95,54,95,
9,43,99,20,48,10,16,73,2,31
33,37,20,98,89,8,,94,87,39
24,99,61,9,21,66,12,,76,56
68,53,98,54,89,77,71,83,76,17
46,12,27,77,72,60,,37,29,86
45,3,72,2,33,17,,60,68,37
,64,45,22,69,58,,25,84,2
,53,90,18,26,35,100,14,13,63
97,33,61,12,58,29,22,61,37,54
100,18,92,62,90,85,93,94,93,94
63,6,23,13,4,29,22,18,12,
80,49,99,71,75,62,77,,47,65
30,24,53,13,57,47,,,40,73
90,96,20,45,25,,1,19,92,9
27,23,9,45,95,19,23,80,63,44
36,4,30,47,,32,34,,87,4
6,85,20,46,38,,73,59,,37
79,25,87,97,58,18,79,32,38,46
69,23,50,14,40,57,54,100,82,12
18,5,25,44,17,47,12,91,12,14
35,4,72,27,20,42,29,22,16,98
81,62,34,,75,55,,100,28,92
80,43,59,81,95,45,65,64,2,82
95,97,,42,51,19,56,,20,66
68,57,30,35,,78,,21,41,23
51,31,93,97,85,84,78,39,,8
75,10,36,13,26,33,11,67,95,86
67,67,79,,50,62,50,92,20,
42,13,95,33,34,19,43,75,49,13
40,13,51,11,56,56,46,77,76,73
67,63,52,75,94,87,27,66,32,
,63,86,65,97,48,75,15,16,6
79,34,15,69,17,16,64,20,14,82
29,77,33,67,98,50,42,88,17,18
94,97,34,1,,56,31,6,90,7
45,6,44,31,84,54,33,96,62,60
65,17,7,,6,83,75,57,42,11
4,20,55,10,64,29,92,18,,20
94,30,62,43,,29,39,15,38,67
96,82,40,,66,25,16,3,10,5
,23,92,17,3,7,83,28,35,37
44,60,16,56,,57,100,9,65,70
,43,25,98,,,47,96,75,
49,41,56,25,24,,,59,59,10
80,88,97,39,92,52,81,22,,
33,98,71,74,48,20,59,37,22,93
85,55,,,1,80,54,100,6,76
54,1,2,16,95,28,41,,16,30
46,51,53,2,,,43,3,,65
,21,40,22,38,88,33,11,,36
7,93,37,56,92,59,47,21,52,66
59,13,84,,98,81,,,10,97
86,57,67,,26,75,61,12,57,74
72,46,98,88,,77,72,20,86,97
60,61,46,,51,77,,87,2,27
55,46,48,14,66,,41,3,65,90
54,61,99,94,,32,33,3,75,90
91,31,44,49,59,4,92,75,17,91
1,83,98,58,97,7,39,55,,53
40,64,68,32,77,31,56,69,90,63
40,65,87,75,13,47,64,17,100,35
14,96,9,9,93,48,,30,10,20
24,,13,,77,81,1,76,52,47
,46,36,6,95,74,34,51,77,56
88,17,1,54,80,100,70,80,13,87
64,,52,40,31,11,,85,66,36
4,12,43,84,75,40,18,89,54,8
56,20,10,,69,39,49,66,68,85
22,68,57,73,8,,63,82,59,72
51,18,35,99,68,72,49,34,78,82
61,47,55,,8,35,15,72,10,83
64,56,21,34,74,,76,20,94,74
1,35,60,65,48,,10,10,33,98
14,,20,39,10,32,79,28,54,76
29,29,,95,43,10,50,10,78,62
11,52,12,68,92,87,66,81,44,
30,90,35,,5,55,86,17,21,4
67,17,49,32,79,82,80,77,26,2
60,42,34,69,36,50,11,11,81,54
92,40,29,,25,36,9,50,52,92
25,21,75,95,68,23,34,57,17,34
37,66,68,73,32,77,29,24,24,64
,24,97,44,87,76,29,66,,47
28,,43,41,71,90,80,67,62,98
16,,100,16,81,,18,82,78,18
3,32,24,36,23,85,17,61,35,
88,49,33,20,94,94,94,2,48,47
,74,90,,60,20,21,52,86,60
25,24,15,53,11,69,51,77,68,41
82,13,23,97,19,80,74,14,13,16
6,75,23,88,35,90,89,,24,33
13,44,24,44,27,5,94,66,70,50
35,95,18,74,34,2,17,79,16,52
62,72,22,28,61,60,100,83,36,93
43,40,79,89,57,86,8,1,48,80
89,78,38,78,73,,44,54,91,68
77,46,71,81,,39,46,91,28,29
61,83,22,65,44,9,100,22,93,72
61,46,100,27,95,99,56,18,17,71
70,97,90,16,78,37,22,96,12,
81,32,87,,90,13,3,28,81,39
40,90,9,21,53,62,24,92,34,99
71,9,26,67,69,24,72,63,84,73
75,90,3,20,2,95,63,80,,97
18,21,25,17,52,90,2,85,28,94
49,48,60,57,3,30,29,20,64,94
60,53,86,70,91,78,39,71,90,83
75,53,32,42,64,20,94,41,54,50
7,,24,,85,47,48,11,36,73
2,64,96,86,64,99,7,43,90,55
6,75,1,77,81,51,80,68,11,89
25,1,,16,65,,,,2,16
89,30,90,72,11,86,5,100,40,3
49,21,85,15,7,68,65,52,,46
,12,89,10,86,,31,34,6,59
5,20,77,85,20,66,26,,,19
65,89,,53,78,55,67,11,88,29
25,23,54,82,14,76,31,94,41,65
54,,14,,,48,16,8,,56
51,,16,58,27,70,4,35,86,68
15,5,83,,62,88,93,8,91,95
19,77,75,97,66,7,25,22,18,47
50,59,25,,17,17,71,74,9,25
98,96,47,85,13,80,50,75,23,76
42,96,45,39,40,73,100,91,51,99
33,36,40,67,30,4,72,62,,
80,20,66,33,84,29,79,34,88,74
6,,20,13,12,24,5,19,,81
69,73,79,77,32,48,13,72,53,41
53,47,89,89,,21,67,47,80,29
,97,67,45,31,4,,25,86,49
56,92,69,24,2,29,28,72,82,2
29,65,89,44,6,8,8,83,47,65
31,88,86,55,1,19,32,88,57,
84,54,93,89,23,35,31,,88,49
6,69,44,94,,69,60,31,48,11
13,25,2,31,37,91,18,56,17,93
70,62,50,57,95,11,38,19,,80
50,48,38,,19,36,88,44,54,4
99,27,,92,78,70,86,43,18,25
14,32,22,78,,47,52,41,24,7
34,23,8,,9,27,33,67,62,
41,79,64,75,42,,7,60,,64
84,17,4,44,,49,,58,81,7
,88,70,88,81,69,77,32,16,40
99,98,100,28,,97,72,46,87,78
32,90,40,71,50,18,91,74,13,7
58,85,,77,89,50,90,45,50,3
,55,74,50,40,91,,9,29,23
14,71,45,,41,72,5,94,7,57
43,73,96,18,,48,91,91,,11
29,,,91,2,68,80,,94,91
90,9,20,75,74,46,54,27,94,61
79,94,27,91,,88,,81,88,10
62,81,65,,8,65,80,28,45,55
72,5,76,96,47,54,86,96,16,
,63,14,32,59,45,87,35,70,8
57,40,15,94,32,35,45,83,88,7
96,73,82,41,84,22,,67,84,87
100,,52,65,33,38,,18,56,95
57,52,24,9,73,,32,38,29,51
11,,85,41,94,78,80,24,53,34
39,76,90,54,6,100,87,21,84,42
75,,57,51,37,28,,3,88,53
59,67,47,33,1,30,25,23,61,58
31,35,85,9,11,8,87,56,48,74
86,,34,61,28,90,41,36,,75
2,68,8,,24,35,,19,95,2
22,73,65,22,1,55,,44,88,38
47,13,78,58,57,28,77,20,21,37
53,17,97,39,89,61,7,69,17,16
27,46,16,60,8,,12,82,8,69
63,29,25,74,6,90,98,67,88,
96,50,66,94,79,46,38,59,28,7
96,5,97,12,31,86,61,8,53,45
87,32,68,,52,8,4,42,14,7
15,,86,35,51,,11,17,61,19
42,40,96,30,99,84,3,79,89,32
49,26,,56,31,72,99,16,61,53
97,12,89,10,3,37,10,80,58,44
77,32,72,32,,8,18,58,41,100
5,33,99,53,59,68,,4,16,1
69,81,63,9,39,20,56,,6,92
95,35,49,16,,48,44,40,,90
,55,75,78,75,89,60,94,64,33
58,5,60,,,81,82,35,88,25
,61,29,16,41,94,8,53,42,87
76,94,13,64,65,40,77,,15,82
60,19,99,76,41,21,13,48,33,76
42,73,86,75,2,59,63,15,28,29
71,36,72,43,39,98,55,52,68,74
44,83,,76,,94,82,85,7,72
13,80,38,3,1,2,63,64,33,80
,56,36,30,28,81,12,49,69,8
29,31,64,19,67,85,69,61,100,83
41,,30,4,57,57,62,67,80,
,34,,23,65,97,83,74,,18
,,69,32,,22,13,2,67,15
66,,41,76,91,7,71,23,100,74
,33,68,52,,32,66,81,86,9
41,46,29,11,51,5,16,44,7,46
40,63,32,,29,,11,39,,53
63,,,53,36,9,,85,48,
28,60,53,16,86,37,26,57,88,42
84,11,24,96,8,47,21,92,33,93
3,28,24,84,54,,44,,54,22
4,84,4,29,,36,59,77,92,41
70,39,6,75,66,69,78,36,58,100
40,95,67,87,89,,29,6,,22
81,11,99,16,65,85,32,9,10,33
83,50,8,6,35,62,31,87,89,46
9,70,94,69,36,49,41,35,96,6
68,,,25,,37,76,79,42,53
40,32,30,30,22,36,10,100,35,95
61,5,12,69,99,40,23,63,21,86
30,72,81,93,32,69,91,44,52,21
,49,91,23,48,44,56,54,73,96
3,77,82,90,20,90,35,68,29,
69,,62,,19,53,30,50,35,72
38,43,41,,79,26,20,17,,99
41,37,56,17,18,95,,60,10,
78,96,54,55,30,43,85,,85,27
63,58,38,52,56,,72,18,35,4
14,20,,78,24,70,89,64,46,58
25,33,,80,73,31,54,27,,33
88,97,51,,75,33,61,66,64,29
87,33,98,55,80,28,7,37,54,29
,48,33,,88,,,22,88,77
44,61,49,29,27,90,4,51,53,49
,,48,58,28,17,13,40,63,28
11,51,46,2,,96,72,2,95,37
81,93,34,53,26,33,8,90,65,13
40,42,25,97,68,70,7,81,28,9
46,43,49,77,55,10,71,,18,42
95,52,3,51,62,48,49,52,10,65
56,43,24,96,24,,27,17,67,12
74,,56,78,67,11,41,98,56,29
70,,24,36,19,46,79,37,75,65
92,,64,95,12,39,97,71,81,
50,85,47,42,43,9,9,,45,7
59,37,5,75,34,28,72,,28,26
51,63,,,55,93,36,78,61,58
40,44,69,90,47,34,33,7,21,12
20,23,24,51,91,86,4,82,79,39
51,,44,61,,13,19,78,51,31
,,100,40,3,37,66,35,74,1
25,31,6,9,77,63,2,94,30,6
47,,33,92,13,68,,67,88,20
5,73,2,84,3,26,14,64,96,62
24,47,85,75,48,64,60,6,,82
88,57,,17,13,48,58,56,29,72
89,28,13,99,16,99,44,57,94,39
41,96,70,90,22,66,87,,37,
46,93,30,83,59,32,84,57,,80
66,59,29,81,,21,100,71,30,75
,72,57,71,87,23,71,100,69,
41,45,75,17,41,92,100,,92,55
77,31,26,82,44,75,30,97,25,6
75,,89,13,35,,51,78,46,1
95,15,30,83,48,64,23,61,71,69
2,18,4,81,,11,6,95,6,46
95,,34,51,,33,14,60,82,43
83,,64,57,86,29,18,27,,14
77,62,81,69,72,57,85,17,74,4
91,54,87,92,57,4,71,87,48,36
59,8,80,69,1,8,99,41,42,85
15,42,88,60,,96,83,5,68,
50,27,17,97,38,93,37,65,57,11
44,52,73,96,84,6,29,24,62,22
21,52,30,22,76,,44,9,82,22
24,56,40,71,21,37,,25,6,79
23,81,67,23,6,92,18,58,36,56
,31,90,100,51,,30,60,17,
35,3,47,,47,3,19,61,31,57
97,23,100,83,91,,10,44,41,42
82,16,80,4,31,59,83,82,37,16
46,10,23,51,3,36,18,17,3,
74,67,67,71,80,91,45,29,9,68
9,,97,62,,64,8,95,39,56
50,31,94,,46,91,12,91,24,100
89,36,13,59,62,93,,47,41,83
31,,47,7,13,11,9,,9,58
35,23,24,70,81,2,78,12,33,82
56,94,39,36,76,,99,58,,55
55,61,55,54,79,16,56,53,17,61
,6,53,95,78,78,22,32,11,6
90,2,50,16,25,75,26,100,40,
21,67,,,,61,41,82,,4
,,37,73,74,67,97,75,,47
52,97,32,53,99,5,41,57,95,22
93,21,63,89,45,61,17,65,72,67
99,68,42,64,48,65,95,78,,32
84,,9,75,51,,81,20,12,54
69,2,77,26,14,100,76,58,92,5
81,59,46,27,77,66,,49,24,11
5,66,31,,,99,,,47,22
31,8,49,88,92,65,50,36,72,79
,,16,78,9,1,,,23,37
58,5,31,87,39,20,97,67,99,99
92,95,84,51,85,80,99,63,44,34
71,57,4,38,,31,,70,71,97
28,55,72,15,48,45,79,63,50,99
75,12,28,71,78,74,100,,76,48
98,67,59,10,34,4,76,13,92,100
,40,,80,16,8,59,69,98,67
14,74,24,15,62,,65,61,95,99
25,22,59,,55,7,89,81,41,34
36,68,,36,7,28,81,16,29,50
62,68,23,37,85,13,94,36,96,32
12,78,42,7,42,92,54,26,86,49
98,45,67,45,48,100,43,23,11,12
23,72,92,3,99,,51,65,7,6
95,44,42,38,,19,76,52,42,70
26,30,76,4,72,33,87,51,36,
83,71,8,56,,94,79,47,98,30
30,97,29,69,21,9,89,28,,99
55,,28,19,8,24,3,,72,53
61,72,15,55,27,9,7,39,62,
47,22,78,46,96,16,16,19,35,67
6,99,,8,87,35,38,5,56,
25,41,49,74,75,79,76,42,29,41
95,64,80,48,73,68,2,37,75,75
84,66,35,78,75,32,3,99,8,68
,33,79,11,78,35,,69,57,74
39,1,16,55,53,36,26,96,62,12
69,75,60,72,28,53,56,81,10,52
36,,,80,97,58,76,73,13,70
99,18,77,75,52,99,54,15,62,7
38,62,18,28,,41,38,77,73,48
21,80,44,67,73,28,100,88,3,64
20,26,,76,76,79,13,80,14,38
18,63,21,27,78,78,,52,80,61
93,60,82,76,13,7,7,79,20,56
90,99,31,23,66,,,29,89,24
69,15,42,29,85,,3,95,58,32
62,,13,36,,16,40,98,14,32
45,58,,86,95,,27,21,24,
35,48,89,74,85,97,49,46,27,52
74,58,97,76,94,46,80,89,35,2
79,30,16,7,46,26,17,100,88,20
1,10,13,64,93,53,34,65,,12
78,83,81,,13,95,,54,82,99
22,13,87,78,55,89,56,97,52,88
44,72,,46,73,4,11,,3,27
44,73,89,42,88,68,35,37,21,38
15,61,8,38,33,63,5,69,46,87
67,86,,19,7,,40,79,89,95
46,66,68,91,56,,19,35,12,87
44,49,27,64,65,54,11,8,76,36
97,8,,37,,,64,,7,64
,3,26,91,20,62,5,14,64,30
75,98,,54,97,93,100,18,8,62
70,77,87,60,91,62,32,87,78,24
72,36,48,31,40,56,74,59,19,
26,26,80,14,68,35,36,,2,2
42,78,10,79,4,1,,38,94,39
35,21,80,1,29,43,8,89,18,6
,73,,9,26,4,94,59,12,82
100,9,29,91,52,16,20,16,27,77
81,,66,75,99,32,95,35,43,80
12,35,,76,42,49,71,56,32,83
23,99,20,74,55,70,43,4,,86
,55,96,,,65,,38,24,
30,67,15,54,12,62,67,36,,66
52,3,46,81,70,,49,68,,14
82,82,2,3,,25,61,,14,31
54,26,9,58,44,8,29,37,83,76
61,62,32,43,10,84,63,16,26,43
42,17,70,38,41,100,78,46,42,65
45,28,40,93,,9,46,46,16,38
89,76,,73,,,53,46,82,10
,74,23,76,99,100,75,62,61,40
40,4,92,,,84,43,13,14,88
35,5,56,13,15,85,40,94,31,50
85,23,26,43,58,35,28,54,63,76
55,66,88,95,,15,78,68,77,67
47,7,82,1,61,8,75,39,57,9
23,70,56,86,84,5,96,71,35,12
65,7,53,21,30,,8,,32,78
91,18,51,,66,75,,76,40,83
72,,57,22,27,54,70,10,34,28
49,90,63,48,39,18,46,79,39,21
5,78,28,96,38,42,90,34,66,38
,53,88,29,37,53,13,70,,
43,23,49,52,49,67,,2,82,52
82,68,30,99,68,94,36,54,82,
37,99,65,,22,7,,19,,35
81,48,53,86,73,24,45,12,95,
,90,3,66,3,64,48,50,,63
72,38,60,29,10,,41,90,,1
97,8,,81,63,64,19,32,86,52
88,86,79,95,,75,53,52,98,21
21,31,69,45,59,92,58,62,89,5
88,,,26,6,52,2,15,64,38
90,74,27,48,90,37,42,77,17,37
31,27,19,5,22,,33,23,18,22
22,69,64,69,85,76,27,83,69,62
,95,,75,,57,86,61,51,77
32,49,85,31,65,70,7,86,28,80
52,57,99,8,28,20,34,37,38,20
88,36,,16,78,54,6,,91,67
27,98,7,57,30,40,,67,8,11
85,70,12,86,25,27,13,29,32,39
82,97,76,46,29,90,36,24,12,46
42,35,97,,5,,27,62,8,17
42,26,42,100,69,73,47,50,26,66
97,,66,27,73,27,9,23,86,6
21,27,29,96,94,,53,70,62,77
2,,28,91,28,1,,42,22,46
63,55,7,,,75,47,65,31,67
29,16,24,6,97,44,36,19,,34
,45,27,15,97,13,20,81,79,99
20,48,72,,68,,89,35,8,17
68,100,61,74,94,39,4,23,64,4
79,88,43,97,98,16,25,17,72,32
91,82,92,23,50,67,95,25,75,43
15,70,9,41,38,5,5,18,17,83
18,62,62,42,90,41,,,70,58
,78,7,37,,89,38,75,18,83
33,31,14,94,78,42,23,23,,18
26,88,33,74,77,6,55,69,12,45
26,27,12,,,31,44,17,8,55
19,4,68,46,74,90,37,84,83,2
73,80,27,60,33,58,13,42,25,40
22,21,86,,26,51,50,69,92,
19,61,88,32,94,65,1,70,54,37
32,83,43,83,59,34,90,75,36,16
89,99,,85,12,84,2,34,,87
36,84,28,36,,69,77,,94,62
5,90,78,,88,16,52,49,6,92
43,72,72,67,33,73,4,35,,49
38,33,80,24,20,70,24,30,50,32
46,39,98,,98,97,,,33,65
92,55,52,57,3,91,44,29,57,82
,14,92,11,36,93,,17,49,28
15,74,44,50,89,71,38,34,69,50
69,23,96,86,64,17,32,7,8,67
35,26,22,12,6,41,10,15,61,89
7,1,78,79,28,12,49,55,61,29
56,79,14,70,97,82,66,36,83,88
11,19,20,10,39,29,24,59,,57
91,48,75,37,61,54,91,78,82,75
64,74,37,89,54,96,87,,38,
88,80,83,96,38,36,25,37,,63
16,,15,,62,92,,10,37,10
,38,10,85,72,58,44,92,,40
93,83,5,51,35,42,13,20,54,76
44,84,90,90,30,47,59,66,53,39
74,100,,56,34,15,18,12,47,55
25,21,62,57,96,84,39,53,29,32
76,95,29,,85,67,30,21,95,91
26,44,,28,95,41,55,38,72,47
67,75,96,66,,49,,99,,13
19,86,12,2,2,47,49,9,78,
52,36,84,78,41,7,41,50,26,
91,33,49,71,34,75,60,96,71,98
,89,79,63,72,27,25,49,3,59
21,1,59,,15,82,86,47,75,
24,22,86,13,25,79,82,96,81,17
56,16,22,5,66,66,19,63,33,15
73,71,26,,79,83,24,48,29,79
,98,38,19,66,13,90,60,4,39
52,98,90,92,67,95,65,70,57,33
77,36,27,59,7,17,80,49,70,3
39,93,81,52,70,80,21,18,2,20
97,49,15,45,78,19,15,30,100,72
81,,100,45,53,18,25,27,78,68
66,92,57,78,13,98,59,69,88,
8,53,66,93,30,43,46,22,99,75
20,56,73,70,41,18,94,2,98,2
85,77,13,89,43,3,42,28,82,79
87,32,,63,100,8,23,27,66,3
43,100,,60,73,72,53,61,61,98
73,82,1,55,61,,26,15,92,5
6,68,45,7,93,54,24,31,2,7
96,38,94,19,84,67,,43,20,56
22,96,87,16,38,68,84,30,32,9
57,72,,81,65,9,24,,78,65
48,65,96,,,59,17,56,35,81
,68,33,93,35,67,2,37,10,50
64,,38,44,83,59,97,46,62,61
69,3,76,84,32,53,,62,27,33
26,42,44,53,,7,38,16,100,
30,44,78,16,15,11,48,13,92,12
21,3,57,62,56,21,47,33,18,66
7,,22,21,100,25,43,97,,24
67,75,30,,59,,42,50,25,65
7,99,15,6,92,1,61,88,58,91
71,60,35,71,64,,63,93,99,67
70,2,71,71,24,47,17,,35,29
,35,65,8,,86,28,41,72,
44,97,65,92,62,58,100,78,28,98
52,75,74,81,69,96,8,80,58,55
10,28,49,83,91,,73,25,12,42
89,28,81,54,,52,23,39,11,56
60,42,10,,77,41,84,64,19,3
10,,43,12,76,57,88,25,27,3
84,12,,17,66,87,14,,69,4
25,43,31,97,10,42,86,70,36,70
83,54,65,31,31,26,97,82,49,6
20,65,93,40,40,,90,2,84,43
41,74,,,,61,31,58,94,9
16,95,31,15,61,71,27,37,54,4
39,74,,99,96,93,,61,71,53
41,27,48,85,99,,89,79,19,97
,49,6,92,21,100,12,31,63,67
51,,85,90,19,,58,86,73,75
33,30,52,,54,24,18,58,,43
55,100,5,75,22,,85,50,1,74
100,38,20,94,17,97,,57,68,69
37,1,25,78,65,,53,82,35,
59,28,93,12,25,15,38,24,43,81
31,94,2,60,27,57,82,42,88,63
57,64,12,66,92,31,6,71,50,100
94,48,61,63,96,1,50,45,33,
82,33,18,,100,85,24,11,26,36
25,6,11,10,8,5,,89,85,15
,56,44,12,34,39,77,100,79,89
85,,86,2,62,90,73,16,54,14
31,76,56,,5,43,29,70,100,97
80,94,39,6,78,,35,39,88,53
77,82,70,84,8,23,32,12,24,41
57,47,96,54,1,32,57,74,75,46
91,61,48,77,9,94,36,17,59,89
48,80,46,60,16,76,31,87,2,68
,85,16,18,43,5,56,13,6,99
33,41,28,63,50,61,9,66,92,47
,15,,67,50,82,4,67,39,88
92,93,82,,78,91,27,51,20,1
73,54,18,98,6,49,53,22,45,43
35,23,70,,58,81,72,59,,31
91,26,25,48,,,44,76,18,91
16,74,79,,,38,58,54,,78
88,43,81,51,34,22,100,23,71,70
15,,46,15,72,62,95,87,79,65
39,28,26,,30,93,10,37,67,88
5,71,21,,,19,5,,61,87
