col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
46,77,95,67,15,68,11,35,63,62
89,25,68,67,51,51,21,46,42,87
95,6,83,31,44,71,37,61,44,92
33,74,9,,17,63,27,83,50,56
32,54,81,28,84,33,34,2,71,8
2,34,,86,36,82,37,70,,38
14,22,36,36,29,3,,54,28,78
,97,15,15,37,45,72,60,11,27
28,73,8,,52,88,64,45,15,61
56,53,54,29,95,13,13,2,16,54
100,58,88,10,68,69,100,8,44,
78,42,52,42,68,30,,61,,44
,53,18,45,2,73,70,,46,91
31,64,58,91,99,94,22,24,77,
,90,64,100,29,71,,33,30,22
,43,,58,4,68,82,,91,55
95,,40,75,3,,23,,14,49
15,99,14,29,45,74,59,2,84,37
36,20,,,12,56,90,64,92,58
97,,44,60,14,,59,32,20,45
94,37,39,47,,,93,5,76,30
56,59,51,85,94,15,74,32,21,
25,5,58,86,85,37,73,95,42,37
37,5,4,7,83,19,7,13,17,76
23,,76,60,70,85,54,68,70,17
99,50,52,41,7,51,63,84,71,3
81,43,98,43,90,,95,22,53,70
65,60,74,38,39,51,65,17,83,63
85,86,68,31,65,55,75,,19,27
50,55,66,50,20,59,51,16,9,70
89,91,30,20,100,7,69,51,62,69
79,50,62,,,100,,29,40,3
36,84,,,78,,56,57,75,77
3,56,45,26,49,74,,2,84,
100,63,96,80,67,,29,37,45,21
97,36,34,11,75,13,,44,86,43
44,10,5,45,39,8,24,83,76,99
99,81,63,16,84,28,41,64,51,6
75,89,89,5,34,79,39,4,31,37
22,5,98,50,94,21,34,7,72,66
21,29,41,52,53,75,78,9,56,51
16,36,,50,65,83,37,30,73,33
14,77,11,68,69,4,5,65,78,57
94,8,17,9,56,33,8,44,88,29
12,33,,36,8,69,42,95,79,13
51,56,49,35,26,46,92,9,40,75
70,76,,73,66,78,20,,67,27
98,,25,58,100,9,99,90,92,
19,67,,58,53,98,,33,86,97
12,84,81,58,27,12,54,91,24,81
2,,12,22,24,82,,38,,93
92,23,17,7,18,31,12,88,,58
24,99,33,80,31,60,74,89,13,96
83,36,51,89,63,96,60,59,68,17
20,,86,30,75,93,15,3,78,77
10,11,64,,73,49,82,55,69,
48,62,73,15,59,78,27,100,26,31
96,38,17,,55,37,32,,52,63
,64,24,62,11,85,73,28,83,74
98,38,40,85,10,92,97,89,29,95
15,15,65,66,86,58,68,18,77,91
54,89,40,26,,,35,,,35
83,40,13,86,44,12,56,6,84,
,66,15,53,,72,89,51,54,69
70,19,25,27,70,18,22,23,66,
57,93,20,32,94,66,,80,88,
88,52,98,85,75,33,63,23,1,58
49,43,9,,69,,30,41,4,18
80,20,66,69,8,99,97,16,,16
94,88,,26,91,89,83,60,72,30
,84,4,79,55,89,99,47,93,
60,21,42,26,12,84,97,67,9,3
58,69,98,92,94,29,18,61,91,51
52,65,44,17,29,20,41,10,,
59,98,1,34,54,61,45,80,63,75
,91,16,63,19,100,58,42,13,95
68,51,80,92,88,83,91,16,40,52
44,84,6,31,91,55,53,46,96,35
22,,26,73,,74,23,77,22,11
19,27,5,9,90,76,69,14,24,33
,42,89,64,86,90,7,35,87,39
6,54,30,67,45,100,37,56,67,84
,16,69,61,93,23,65,54,2,75
94,54,94,16,53,,20,49,14,5
40,22,80,,97,23,84,16,18,78
77,50,97,28,83,40,73,79,35,5
24,99,81,35,93,13,95,75,59,38
10,30,97,26,57,93,85,44,35,90
45,10,,75,75,67,53,,92,48
57,65,,87,56,44,,12,2,69
62,11,26,38,,35,50,58,68,
52,44,,24,32,99,43,87,100,15
2,81,73,11,13,89,62,9,90,9
99,7,2,30,7,,2,32,52,64
27,95,50,38,51,,63,,66,
84,100,86,,98,74,66,45,60,81
41,61,2,20,84,10,6,42,25,20
1,16,27,54,50,93,36,,63,
75,97,,74,52,85,69,32,29,62
88,63,83,81,58,49,48,72,41,90
25,89,70,50,86,91,95,,10,62
55,93,,13,52,58,71,,100,38
45,15,79,75,34,,94,48,19,26
28,65,,95,37,49,51,61,33,89
99,,70,60,32,49,4,19,43,13
23,34,32,,54,34,57,83,62,11
,22,99,36,57,72,36,24,,15
10,69,61,31,77,67,73,46,46,
8,79,44,36,41,48,39,10,89,6
42,12,3,49,43,,,2,84,97
56,38,90,51,11,59,38,80,62,43
69,5,48,46,35,7,43,8,73,76
94,56,22,32,36,48,29,28,,63
59,53,27,63,39,69,54,63,10,99
,,66,34,99,30,14,96,56,18
23,,22,86,88,49,83,56,5,51
92,6,70,33,55,51,63,76,55,34
41,4,69,14,,62,72,14,21,97
6,56,87,64,48,45,72,45,54,92
,78,37,21,68,19,70,99,,67
12,,74,97,80,9,18,,59,30
43,25,60,51,51,80,25,3,21,93
9,82,74,70,14,80,62,40,89,
39,98,32,17,41,45,,15,,49
98,45,82,39,,27,92,37,88,62
1,,,76,96,,66,51,49,86
46,91,32,84,78,31,92,27,71,
21,36,27,99,59,33,52,38,60,76
2,37,92,83,44,82,51,76,67,54
36,84,98,17,48,70,94,86,52,1
79,30,28,74,70,21,74,73,45,55
57,91,56,97,74,87,36,100,44,11
27,63,31,,75,99,58,63,30,72
61,60,70,35,94,85,71,5,8,47
,1,15,25,62,70,54,26,31,52
,65,76,70,4,,19,70,31,89
1,3,50,9,48,7,,37,23,23
81,88,10,15,,71,4,,,45
24,,66,56,9,27,27,86,,
33,63,64,55,24,38,40,84,86,99
33,17,100,51,11,92,44,16,60,6
40,59,47,52,82,,78,92,20,
8,48,98,21,6,,26,80,75,3
29,70,41,90,31,3,66,60,27,40
65,33,10,17,13,54,49,,58,26
75,,33,22,88,2,42,22,71,80
27,87,29,97,33,,47,5,70,16
87,1,26,90,29,51,55,49,93,85
27,19,99,25,82,,92,81,59,41
83,55,98,86,28,9,6,54,82,72
68,42,86,95,95,,97,51,56,75
84,20,100,45,,93,2,65,55,54
,34,53,9,61,30,90,31,15,14
53,63,,66,49,38,31,14,22,17
28,47,47,17,16,91,,82,51,40
74,91,7,16,50,50,70,,7,4
,,83,47,,35,6,12,23,2
,59,1,71,21,,48,50,33,62
47,26,43,100,61,55,75,22,94,22
28,75,97,87,90,6,37,73,52,38
,40,69,46,13,76,90,38,43,67
85,2,49,65,53,48,89,88,65,39
73,6,,88,97,50,,44,1,39
62,23,14,71,95,75,20,36,98,47
20,6,48,,,36,95,18,45,74
77,29,48,30,87,47,86,78,54,94
30,7,87,13,75,87,,29,63,51
32,38,,82,3,84,,97,61,22
12,96,49,31,98,85,59,28,88,97
17,59,78,15,70,41,25,13,7,54
4,37,31,9,78,70,1,,84,53
13,34,,22,19,,43,64,9,
89,4,,53,21,92,80,49,7,24
92,90,,52,91,80,95,56,93,77
9,,17,85,50,48,27,29,97,33
,9,47,44,34,72,58,31,,2
53,,24,64,,73,,20,42,71
58,15,30,40,15,35,56,87,6,40
35,15,13,78,49,53,,48,13,65
,100,63,38,,97,29,72,8,72
87,97,93,,94,4,12,70,70,
,28,98,82,90,90,44,19,83,
39,48,41,98,,91,14,69,,27
38,46,28,6,10,100,8,15,43,48
21,,44,100,20,,32,49,86,25
63,57,,54,19,28,43,28,64,32
55,97,20,88,45,99,36,1,1,65
80,,18,28,9,92,65,38,64,17
2,63,31,30,21,17,73,41,58,27
79,5,93,10,63,32,26,10,14,29
1,,84,96,8,96,5,49,48,7
,58,71,76,49,37,13,22,87,80
,10,95,47,4,97,3,1,56,33
48,,1,18,9,80,43,87,39,4
13,,8,51,76,99,94,19,48,76
91,99,8,24,53,6,,62,4,8
36,45,93,10,37,28,33,69,53,89
55,14,10,36,66,59,59,68,23,97
,12,100,19,35,24,92,,70,81
11,54,79,21,58,94,71,86,59,
93,59,,30,57,,33,23,86,52
4,80,45,62,29,35,,6,42,6
83,30,89,92,15,34,17,19,91,1
58,5,53,11,80,87,44,,77,
48,20,75,72,83,58,,100,75,87
100,85,78,17,,96,58,8,47,87
80,98,76,27,88,79,42,93,53,8
4,89,60,81,15,64,85,,98,97
56,24,80,78,4,54,69,82,58,20
97,21,,26,,63,29,,38,98
98,30,73,49,86,24,,14,57,15
45,44,67,90,,52,63,75,13,36
81,20,79,17,53,29,23,21,65,37
5,71,7,17,91,78,62,,76,83
50,24,96,83,37,,20,,45,10
29,87,98,1,72,20,72,20,93,42
31,91,5,41,96,48,51,7,13,92
52,48,58,3,34,86,56,48,87,
93,46,54,90,66,36,25,76,23,66
35,47,70,18,43,86,64,72,63,41
58,49,42,10,22,,74,31,62,19
14,58,81,74,9,,,70,45,64
61,39,49,24,70,23,7,77,14,6
12,20,81,19,72,20,76,10,,
93,6,61,9,57,87,33,68,98,19
,85,56,61,43,100,47,62,24,43
59,,35,,48,49,20,99,73,74
71,40,69,17,53,17,14,96,66,26
,53,35,24,,33,60,7,30,
63,10,65,58,90,70,68,19,39,94
70,16,,85,,53,67,49,100,100
35,76,30,43,53,44,97,58,28,81
100,72,,,20,37,16,7,,
89,17,,86,92,21,65,54,52,78
63,43,8,7,85,83,87,29,22,55
97,69,61,82,79,12,15,30,78,
44,82,91,55,53,,78,13,82,21
97,90,53,84,62,100,54,,100,10
65,18,10,95,45,95,57,58,8,88
96,30,43,76,22,,80,50,22,65
22,81,89,29,79,83,4,25,70,30
88,85,100,66,17,68,38,75,60,1
27,71,72,65,16,39,39,,6,4
10,72,70,90,69,44,63,51,79,88
96,94,85,73,66,,60,54,35,13
59,40,3,37,40,89,72,67,9,2
86,78,54,68,67,50,74,61,90,67
,87,95,7,20,81,72,90,88,77
,,63,1,18,70,12,56,7,93
88,23,18,81,42,,,76,,38
42,28,51,67,15,60,10,41,14,85
34,,43,62,97,53,90,42,9,74
,35,94,55,74,73,59,28,89,25
83,37,64,58,17,6,17,48,46,18
22,91,,7,,65,55,41,88,1
21,85,17,9,57,74,38,86,51,99
78,59,93,22,73,,44,48,34,
65,31,77,80,,42,10,97,51,53
9,,38,99,31,42,82,45,65,85
5,2,35,,78,44,99,45,5,77
,30,16,90,9,87,27,13,68,54
53,66,16,13,,74,33,8,58,23
3,84,37,66,46,90,80,46,77,97
6,54,,60,98,7,51,47,64,77
9,7,54,61,89,100,40,73,66,79
43,43,93,56,62,81,55,95,58,72
51,50,38,,,,49,33,,60
66,55,73,58,1,92,70,50,100,
16,57,64,54,10,57,67,55,36,
87,62,49,25,52,85,63,89,65,
27,13,57,89,77,5,20,55,91,86
,77,14,58,45,23,46,97,38,50
39,89,14,25,89,18,100,56,48,29
82,67,86,91,79,39,78,19,15,46
3,78,61,36,92,,65,89,65,96
81,76,16,7,87,3,13,96,44,74
39,19,33,,4,,33,19,1,50
65,85,82,68,42,29,77,38,9,16
19,,19,70,16,71,60,82,20,26
19,79,67,5,20,90,74,46,19,
57,7,,16,62,42,33,100,50,52
32,11,42,42,84,65,17,54,23,50
,21,22,21,45,90,97,43,78,61
89,14,42,62,16,,6,7,24,57
2,11,6,,85,17,67,9,48,77
12,20,83,81,34,74,32,94,64,49
8,4,12,98,75,41,34,24,,43
8,64,47,2,16,17,6,54,,19
24,53,96,9,86,19,73,53,,69
2,41,10,71,67,98,10,33,,60
21,20,9,16,28,,90,,87,48
64,,86,43,47,41,24,46,21,
80,91,38,22,98,23,9,93,88,75
36,90,85,90,5,20,66,,96,
29,22,1,13,77,,15,14,,
17,100,43,2,16,67,46,32,27,34
73,71,18,38,86,10,34,10,78,15
99,22,9,16,66,60,66,26,55,96
51,88,3,26,77,15,,66,26,71
,10,90,50,92,43,40,83,43,61
81,26,47,94,9,1,75,79,69,81
92,97,90,70,3,83,15,91,97,36
31,98,52,96,14,93,88,35,57,
15,55,19,41,31,,47,37,29,51
73,99,,32,91,95,,53,13,36
,29,3,50,87,66,68,,35,40
65,36,38,92,7,59,,68,23,4
30,92,38,10,52,65,,35,6,76
67,37,73,70,21,53,50,94,45,
44,66,53,44,22,40,,21,8,19
24,49,80,80,8,44,,59,65,96
86,37,82,38,43,63,18,45,33,95
,,22,56,57,87,23,85,22,90
97,55,,53,66,89,92,98,17,81
9,75,9,28,46,67,60,22,40,7
32,91,73,93,64,60,9,81,63,99
31,23,2,,77,99,81,29,72,92
30,32,23,5,90,25,73,73,90,4
35,,9,,26,38,36,33,78,19
33,,68,55,56,36,96,2,55,71
21,85,98,38,34,,60,13,63,87
,91,21,26,72,26,79,74,35,54
,95,97,67,56,98,26,92,91,63
12,,14,,18,12,20,84,31,6
60,15,39,75,75,,2,68,98,15
12,87,38,13,60,16,95,,31,71
37,57,40,43,,31,16,80,34,71
50,73,79,15,71,2,44,80,96,
60,7,53,3,41,21,,82,40,87
67,89,,54,32,75,78,,34,90
94,56,1,99,39,74,90,80,20,
8,82,15,64,15,70,93,3,74,68
77,73,85,23,59,59,,6,8,70
13,96,6,77,20,71,55,68,47,28
56,16,66,63,27,78,28,,78,57
59,81,17,10,99,22,85,97,11,40
8,72,3,91,2,,20,77,3,51
39,94,,27,1,72,,67,72,95
22,19,,44,33,5,89,96,56,43
62,61,79,5,46,55,41,92,84,59
79,16,93,89,81,81,92,,,65
83,8,51,19,23,30,37,32,30,77
98,86,100,89,86,44,86,31,18,98
8,75,,39,90,80,39,32,45,15
75,,89,55,35,49,,47,76,31
,1,59,96,82,55,61,17,90,19
17,2,20,33,64,16,9,91,49,71
62,63,,64,2,3,41,80,,79
54,49,75,71,1,49,39,49,19,11
5,91,93,23,74,91,53,,50,72
31,55,61,52,38,98,,63,92,92
38,39,68,15,85,46,33,81,,44
72,44,,69,47,89,28,13,98,99
93,27,92,72,95,34,70,54,94,15
,6,96,61,44,47,75,49,98,11
61,54,14,38,73,100,49,53,14,79
61,37,29,42,60,39,,37,78,73
65,78,28,,99,59,,29,96,1
56,44,29,16,6,,60,28,31,12
14,1,,67,84,77,31,17,46,96
75,5,98,70,88,36,81,21,21,19
65,18,95,,5,76,69,2,25,95
,10,58,55,3,31,88,46,1,45
59,60,72,1,31,48,56,16,87,81
31,19,42,59,79,12,25,14,45,18
30,69,4,21,4,17,26,,95,74
27,40,81,68,80,6,95,56,69,4
55,98,37,83,16,88,40,54,94,29
,63,31,54,10,71,67,62,95,90
40,61,1,22,93,90,11,49,33,
65,50,5,32,54,51,93,,34,57
34,55,15,100,6,76,3,16,31,48
39,42,,58,60,70,29,4,24,11
34,41,84,38,92,93,96,49,25,8
16,90,61,17,16,69,,37,,23
44,63,36,22,15,57,66,38,85,12
43,29,80,50,37,23,41,15,69,
,36,51,11,63,87,71,24,34,32
55,43,63,71,94,72,73,72,14,
54,96,7,23,87,,79,,52,
53,41,72,7,65,15,26,14,9,10
61,18,,56,39,23,49,,69,3
15,63,17,20,59,17,57,,64,46
,60,90,84,40,58,58,91,87,
27,27,11,59,,7,19,78,28,30
91,66,30,10,2,100,26,93,29,18
96,24,42,3,12,67,72,47,42,78
52,13,44,89,70,44,66,72,64,
56,11,73,54,45,2,24,24,23,54
99,71,38,35,10,78,81,85,29,95
4,70,50,17,34,70,21,87,55,65
17,80,4,1,,69,73,52,73,29
69,96,,69,4,,38,56,28,27
13,54,60,89,33,25,94,57,75,80
100,88,35,2,,15,77,,6,90
90,,85,71,85,,21,22,18,99
46,44,6,20,1,7,71,22,34,76
30,60,65,59,,71,71,74,67,27
35,48,62,15,16,87,58,18,47,43
75,91,64,36,65,80,57,,80,99
19,97,16,62,9,57,79,86,70,30
38,70,4,22,31,88,92,16,94,96
39,86,96,66,100,30,59,47,31,57
,38,60,,68,,37,5,75,13
,23,73,79,76,95,39,44,52,78
,71,96,68,50,34,34,27,3,43
7,83,30,,82,53,74,81,30,18
83,75,71,6,39,21,39,50,65,47
93,68,2,86,54,25,86,8,68,56
29,63,76,41,72,5,100,88,79,
94,62,60,76,81,80,20,18,39,67
44,84,27,100,37,59,47,76,57,31
72,4,74,32,64,32,65,,15,14
46,46,43,43,5,41,70,7,24,16
41,15,54,7,29,20,70,2,20,49
85,53,77,61,83,31,60,18,23,51
11,97,80,73,5,63,89,51,,34
74,11,90,,18,,14,47,22,99
79,63,38,88,5,53,25,39,,53
78,,96,95,85,48,84,36,36,46
82,1,38,39,,28,94,31,64,8
90,56,58,98,94,20,97,40,47,10
70,59,64,5,68,37,47,18,63,6
29,9,17,43,39,85,,1,27,65
35,1,,74,45,83,,57,61,7
66,5,27,100,51,84,20,29,90,81
9,52,76,89,81,86,83,21,96,94
16,96,88,51,100,93,35,,86,41
66,,81,55,81,31,97,56,67,
63,50,51,61,50,68,75,63,55,26
11,,99,93,67,86,33,69,12,75
36,65,44,70,,91,,86,25,
65,10,56,10,28,99,88,72,57,70
,49,84,58,52,38,70,58,83,52
19,35,69,7,8,44,47,10,100,5
70,6,81,48,87,69,7,,78,60
48,10,84,32,,85,37,16,96,75
67,28,70,16,97,,22,93,,26
65,74,31,78,69,73,38,32,13,98
82,82,30,87,,83,,22,,4
89,25,96,,84,,58,76,29,
,28,83,17,22,13,85,43,100,93
15,20,55,62,42,,1,26,9,91
59,,54,17,,37,6,40,15,30
,60,50,45,46,52,67,23,50,57
55,90,82,65,84,59,15,92,31,30
95,48,48,25,53,34,63,66,52,70
88,96,35,52,77,65,92,80,86,95
49,61,18,75,63,37,73,76,90,48
21,66,68,21,67,40,1,73,61,
81,3,20,93,31,27,11,20,52,
,98,70,89,81,73,34,29,20,
8,72,19,31,60,33,19,62,5,43
44,,53,51,32,97,,88,40,91
,69,81,67,86,73,86,41,71,58
,82,54,65,21,86,78,9,96,
39,43,13,97,67,95,42,88,12,62
3,82,60,97,22,,4,28,51,78
19,69,43,20,42,,31,13,97,
5,65,12,65,,52,42,66,30,
90,68,97,42,27,,98,20,,9
49,,6,7,60,26,45,55,68,38
,13,20,13,90,82,94,33,19,59
35,27,86,46,17,58,50,12,43,
73,78,95,4,,99,92,74,,71
94,17,22,20,82,85,90,47,64,76
23,85,26,54,2,71,90,,78,22
2,52,81,25,,59,99,34,12,83
27,99,87,,52,8,55,66,100,86
75,59,,19,60,19,56,,15,15
8,41,79,92,8,99,42,31,90,20
74,81,65,37,21,98,80,10,30,93
86,4,20,,,88,65,38,57,5
25,90,78,42,90,89,77,63,23,82
,9,,36,,80,71,46,53,46
14,3,69,95,30,23,100,22,48,40
1,,16,56,,58,36,,37,71
87,97,60,77,74,8,43,38,96,32
63,36,66,81,56,41,20,15,18,40
35,,59,79,31,94,28,91,38,
75,,90,64,84,99,44,10,10,
74,65,37,,33,68,55,22,1,83
11,16,54,6,67,46,48,,63,12
19,3,33,71,13,29,81,2,74,81
74,86,,79,86,7,34,48,49,45
2,57,13,83,35,49,,89,36,47
35,80,1,96,5,42,20,81,68,3
58,5,78,70,98,56,66,95,36,91
79,3,57,89,90,94,94,25,57,65
19,,24,29,15,91,11,45,29,
33,22,72,72,56,21,30,2,77,18
14,89,64,,86,90,48,85,85,
60,8,21,45,75,7,83,16,5,21
61,45,80,79,94,13,23,26,6,36
50,33,17,93,68,26,,23,93,23
66,40,50,96,50,67,41,2,72,85
67,37,,74,15,45,25,53,90,29
70,68,71,64,69,94,45,22,14,7
31,20,63,56,4,67,83,72,40,33
86,70,60,47,61,,91,39,68,76
43,26,31,26,,98,11,86,23,21
39,4,12,99,28,69,89,,54,86
25,6,58,49,23,38,79,19,70,33
78,76,31,55,28,,51,45,97,37
59,67,,94,39,34,21,,22,18
78,22,57,14,9,79,42,50,76,
67,3,11,28,39,41,32,22,33,38
84,31,71,40,100,42,23,62,54,7
2,5,66,42,79,81,68,65,39,12
70,20,70,89,30,11,65,,9,50
72,93,74,23,11,63,69,73,60,26
18,1,55,3,64,79,82,8,22,39
61,66,62,82,26,17,11,,26,24
91,25,37,,54,96,30,23,36,70
61,19,71,44,14,80,11,,18,22
42,25,10,50,35,33,,29,,70
40,80,50,4,29,,17,16,40,61
64,94,97,76,58,70,9,58,7,51
38,2,67,21,3,91,53,26,,46
89,97,28,86,73,87,38,61,10,76
32,6,41,85,98,36,83,9,32,87
44,96,73,89,2,68,9,96,55,11
26,,46,54,49,61,24,55,66,48
60,48,35,48,12,40,22,11,46,47
43,,40,53,48,65,28,61,,3
5,5,53,,56,49,11,41,63,9
97,26,33,8,98,13,1,,60,7
51,55,75,27,8,18,29,,4,81
5,2,6,34,53,93,,1,76,26
15,85,10,24,98,55,13,8,31,21
,,,23,27,85,12,66,99,38
72,33,40,8,24,24,52,70,34,17
5,53,27,20,31,93,20,24,57,85
83,30,1,51,73,,60,71,,59
1,73,68,79,26,12,31,,79,26
64,2,6,51,55,53,98,62,62,62
30,3,,73,18,,49,26,91,83
33,,89,63,85,53,6,65,34,86
71,99,30,80,55,49,,18,90,75
29,4,32,10,21,22,43,76,90,8
26,47,76,70,61,,23,48,57,57
5,54,58,10,53,66,5,34,34,2
98,1,7,,6,95,51,60,37,69
64,46,38,51,61,,78,63,72,30
82,52,22,63,51,,71,35,89,50
96,5,18,84,8,85,87,,42,41
65,37,25,87,68,70,43,90,66,80
65,73,60,19,90,38,28,9,74,
65,,,14,52,1,72,74,,86
58,1,21,77,5,87,66,60,97,30
52,67,,1,41,7,81,,95,21
2,88,37,24,58,29,77,72,41,19
51,66,,15,50,,76,21,,
6,31,84,44,54,,24,82,77,1
,84,4,53,8,6,86,63,2,35
44,81,43,91,95,47,15,,81,
,64,35,73,43,47,70,36,,81
7,75,11,41,10,97,95,39,93,13
72,,68,92,60,87,95,73,51,5
22,99,67,1,55,32,,24,22,33
89,67,40,31,66,83,25,5,,48
,38,,,80,70,51,65,92,70
81,79,66,49,31,6,93,7,39,80
40,56,54,7,96,66,91,58,29,64
68,89,98,34,100,,53,77,49,28
67,22,,,80,39,21,30,81,43
85,53,63,,67,6,40,70,24,61
3,29,79,16,66,54,22,90,,
,55,9,9,68,61,54,73,28,39
94,40,78,22,97,17,91,22,,
20,2,97,49,50,97,25,58,,79
97,71,61,82,64,53,56,75,84,75
80,84,2,77,97,1,21,66,77,42
11,40,,67,49,58,20,,,34
2,49,71,39,99,11,47,18,79,
62,83,49,79,53,98,24,96,,34
52,6,87,17,31,90,8,47,8,98
77,56,77,18,,,63,16,,17
46,64,85,5,11,70,,33,42,
17,100,33,15,19,11,20,14,69,65
87,57,4,44,36,71,35,33,,97
95,26,26,46,24,16,80,42,,97
69,86,94,96,42,65,45,94,62,29
100,60,54,44,34,3,57,58,95,6
64,35,100,60,13,72,39,40,99,86
96,9,73,87,96,,67,55,2,13
71,,19,38,18,57,70,8,51,
93,75,73,75,84,84,56,69,56,42
81,29,,16,38,63,89,60,99,71
75,54,54,57,11,,87,6,85,
72,6,18,20,11,59,86,73,28,94
40,61,77,21,,77,35,30,86,48
81,98,,34,41,29,62,96,70,21
26,83,9,55,55,73,1,7,59,39
39,72,45,23,9,59,50,74,27,92
,15,100,96,76,83,84,76,38,33
59,74,60,45,50,46,49,,16,93
59,80,20,82,,48,82,3,17,37
23,82,44,17,50,10,16,75,12,87
47,38,4,10,56,2,64,57,55,68
56,100,92,89,31,,15,59,57,92
39,7,53,6,26,38,36,24,63,21
66,42,69,96,29,100,69,41,85,95
91,48,19,31,7,5,2,87,43,25
89,76,40,35,57,99,55,58,81,90
38,41,100,,16,12,34,58,61,87
82,89,15,2,49,100,15,67,76,72
73,14,61,19,93,73,65,,43,
56,,44,22,88,76,13,,9,58
61,96,100,100,16,36,24,77,53,46
,92,35,78,28,,2,,65,32
80,37,78,,85,46,32,24,63,90
31,,23,56,41,90,44,54,37,36
8,80,29,21,61,75,47,62,9,65
76,79,99,22,17,35,76,22,46,
100,,,53,74,80,34,97,3,23
96,72,55,70,45,31,50,50,26,3
20,36,8,87,74,69,92,14,86,64
94,100,27,,67,9,53,10,2,56
38,59,81,40,83,21,87,8,,19
54,69,79,22,,38,67,7,50,
53,39,25,10,50,3,51,4,43,80
49,59,1,64,,84,42,81,64,
69,54,79,36,64,75,59,,54,
42,9,71,21,4,27,43,67,68,27
97,9,11,70,,75,74,85,68,27
17,4,15,29,26,75,57,41,45,18
2,1,,46,23,,31,75,6,58
69,,,70,89,9,40,,80,11
96,61,57,10,13,80,17,3,7,88
24,96,8,94,,60,39,35,81,4
90,37,,93,88,78,11,29,27,82
50,34,92,81,13,91,33,38,26,66
100,58,3,25,78,4,15,100,,99
48,3,81,66,11,86,,27,1,3
100,92,2,49,,58,41,,96,36
26,50,33,35,19,36,97,55,43,87
16,14,27,9,,38,22,98,20,89
70,68,73,55,62,19,41,83,81,23
31,32,76,87,84,33,87,34,7,75
61,30,68,30,14,,75,76,83,89
69,67,25,40,66,38,78,34,68,98
23,100,51,81,90,83,93,41,100,
45,22,68,46,4,45,42,19,42,4
96,98,,63,21,66,86,94,65,38
,61,82,29,26,41,4,,78,98
63,50,49,23,13,77,29,67,41,53
,60,,13,37,59,58,64,67,94
42,14,86,5,72,39,16,90,64,16
57,58,10,73,50,78,27,51,82,53
70,69,,92,100,76,,39,80,55
63,,99,15,,71,14,,18,7
91,81,,97,76,20,32,100,39,86
,65,33,90,13,28,48,26,91,
58,12,32,94,,14,25,29,48,10
55,99,36,14,51,26,52,35,23,83
87,18,50,,18,,44,70,69,57
26,27,16,67,27,88,67,97,,76
60,94,24,27,,67,62,,82,
,7,,95,9,19,93,70,76,69
23,,,79,,96,28,19,61,
96,61,6,58,84,85,72,13,44,21
,74,,10,75,,,,77,22
88,26,27,26,50,8,62,7,10,
59,48,43,52,24,70,,21,71,76
72,98,47,36,84,43,83,,100,91
74,60,11,19,72,79,27,20,75,7
,66,33,37,51,,31,,14,71
49,73,10,7,87,84,45,27,61,66
52,50,15,81,56,89,4,,26,9
43,47,32,65,52,27,86,13,93,65
48,74,33,95,93,81,63,6,52,100
51,11,22,14,74,79,16,89,30,25
,99,11,89,2,61,76,79,66,38
92,41,,31,39,71,20,74,43,98
45,75,58,6,89,47,84,65,22,56
,89,,100,4,84,94,82,83,
96,62,48,,69,56,85,68,14,19
28,79,37,79,,51,87,72,44,52
5,38,25,49,82,58,6,,68,19
,91,66,2,98,89,5,,22,93
90,28,59,21,85,46,81,,25,98
62,68,93,50,7,,6,86,55,20
29,17,46,75,56,17,16,30,40,22
79,90,,3,55,27,63,45,83,22
89,71,16,52,16,23,46,99,73,72
44,21,,93,67,51,21,64,25,24
,85,7,74,6,62,36,29,49,68
32,40,37,,8,44,72,61,40,15
,84,12,,67,13,20,87,78,38
,34,6,51,93,,41,62,19,47
3,6,33,5,18,6,14,87,7,92
42,,39,92,25,83,86,94,25,27
25,34,55,100,42,76,69,62,43,39
,70,95,,,77,2,55,35,11
86,30,78,74,72,60,60,89,59,70
2,82,69,,,23,50,65,8,86
79,,,67,,99,50,95,41,51
29,36,64,63,18,29,2,50,17,9
72,98,13,63,,2,36,,7,38
85,78,70,100,3,30,44,73,63,46
97,59,13,,98,99,99,25,13,61
8,,14,79,84,,32,,55,82
56,55,92,19,22,,,34,48,61
57,63,,63,66,40,31,14,14,12
73,63,65,39,29,79,98,39,74,47
55,77,41,94,,4,,52,,58
22,1,23,31,100,35,20,29,67,75
23,62,7,85,93,23,95,50,5,85
77,,93,34,42,88,38,53,82,18
11,30,45,41,86,41,53,18,95,91
54,61,45,10,5,24,48,,2,75
86,15,39,86,86,81,63,35,34,27
58,,62,75,80,11,59,23,54,79
,16,92,23,90,70,43,6,52,28
55,60,,95,,60,20,8,,
5,13,57,9,51,66,33,3,90,2
44,3,,38,29,42,51,19,70,15
44,99,58,20,15,70,8,44,29,24
46,75,60,,46,64,18,68,15,95
48,58,91,68,91,47,30,91,66,16
96,13,89,55,33,16,12,87,29,44
20,52,3,49,2,80,,50,45,52
77,3,,8,49,11,95,72,34,21
8,79,72,13,4,28,56,76,71,53
4,47,59,85,23,22,17,70,82,21
26,92,,29,15,50,25,,23,86
29,20,79,91,53,55,63,4,42,
16,69,,40,4,7,60,45,29,34
2,64,,66,33,79,89,75,50,
85,86,26,61,61,13,,99,51,51
7,48,82,84,63,,3,7,40,19
